,respid,hidsq01a,sq01,sq05b,hidsq03,sq08ax1_1,hq04a,sq04,sq10_1,sq10_2,sq10_3,sq10_4,sq10_5,sq10_6,sq10_7,sq10_8,sq10_9,sq10_10,sq10_11,sq10_12,sq10_13,sq10_14,sq10_15,sq10_16,sq10_17,sq10_18,sq10_19,sq10_20,sq10_21,sq10_22,sq10_66,sq10_23,sq10_24,sq10_25,sq10_26,sq10_27,sq10_28,sq10_29,sq10_30,sq10_31,sq10_32,sq10_33,sq10_34,sq10_35,sq10_36,sq10_37,sq10_38,sq10_39,sq10_40,sq10_41,sq10_42,sq10_43,sq10_44,sq10_45,sq10_46,sq10_47,sq10_48,sq10_49,sq10_50,sq10_51,sq10_52,sq10_53,sq10_54,sq10_55,sq10_56,sq10_57,sq10_58,sq10_59,sq10_60,sq10_61,sq10_62,sq10_63,sq10_64,sq10_65,K6b,sq08x1_1,sq08x1_2
579,3689.0,1.0,2.0,4.0,3.0,20.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,20.0,0.0
580,3693.0,1.0,1.0,6.0,4.0,25.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,8.0,17.0
581,3695.0,3.0,2.0,1.0,3.0,15.0,1.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,6.0,15.0,25.0
582,3696.0,3.0,2.0,6.0,4.0,20.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,10.0,10.0
583,3712.0,1.0,2.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,6.0,5.0,30.0
584,3722.0,2.0,1.0,2.0,3.0,20.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,8.0
585,3733.0,2.0,2.0,8.0,3.0,26.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,11.0,15.0
586,3738.0,1.0,1.0,7.0,3.0,5.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0
587,3740.0,3.0,1.0,3.0,3.0,28.0,5.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,4.0,19.0,25.0
588,3744.0,2.0,2.0,3.0,2.0,20.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,12.0,12.0
589,3745.0,3.0,2.0,5.0,4.0,35.0,3.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,24.0,12.0
590,3747.0,2.0,2.0,5.0,4.0,40.0,5.0,1.0,5.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,4.0,1.0,5.0,1.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,20.0,20.0
591,3748.0,3.0,2.0,6.0,4.0,25.0,4.0,2.0,5.0,4.0,1.0,4.0,3.0,4.0,1.0,3.0,5.0,2.0,5.0,5.0,1.0,4.0,4.0,5.0,4.0,1.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,5.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,15.0,10.0
592,3754.0,2.0,1.0,4.0,3.0,48.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,20.0,25.0
593,3761.0,1.0,2.0,1.0,3.0,100.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,12.0
594,3763.0,3.0,2.0,5.0,2.0,20.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,10.0,10.0
595,3777.0,3.0,2.0,3.0,4.0,40.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,6.0,8.0
596,3782.0,2.0,2.0,7.0,4.0,6.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,7.0
597,3796.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
598,3799.0,1.0,2.0,7.0,3.0,14.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,10.0,4.0
599,3800.0,3.0,1.0,7.0,4.0,25.0,2.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,6.0,20.0,10.0
600,3802.0,1.0,1.0,5.0,3.0,48.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,6.0,12.0
601,3803.0,1.0,2.0,3.0,3.0,17.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,1.0,3.0,5.0,1.0,5.0,4.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,1.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,5.0,12.0
602,3804.0,3.0,1.0,4.0,4.0,34.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,6.0,20.0,16.0
603,3806.0,1.0,2.0,4.0,3.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0
604,3807.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,8.0
605,3810.0,3.0,2.0,7.0,4.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0
606,3812.0,1.0,2.0,4.0,2.0,24.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,4.0,5.0,1.0,4.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,12.0,12.0
607,3814.0,2.0,2.0,5.0,4.0,18.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,8.0
608,3817.0,3.0,2.0,2.0,2.0,20.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,5.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,20.0,20.0
609,3822.0,2.0,1.0,5.0,4.0,40.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,1.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,20.0,24.0
610,3825.0,3.0,2.0,6.0,3.0,20.0,5.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,12.0
611,3826.0,2.0,2.0,1.0,3.0,7.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,6.0,3.0,4.0
612,3829.0,2.0,1.0,8.0,4.0,20.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,7.0,10.0
613,3835.0,1.0,2.0,1.0,4.0,15.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,10.0
614,3836.0,2.0,2.0,3.0,2.0,45.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,24.0,48.0
615,3839.0,3.0,1.0,6.0,3.0,35.0,2.0,2.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,15.0,25.0
616,3841.0,3.0,1.0,6.0,3.0,12.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,8.0
617,3843.0,3.0,2.0,7.0,4.0,35.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,5.0,3.0,2.0,5.0,20.0,15.0
618,3859.0,1.0,2.0,1.0,3.0,11.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,10.0,1.0
619,3860.0,2.0,2.0,6.0,4.0,15.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,10.0
620,3871.0,3.0,1.0,4.0,3.0,8.0,1.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,10.0,12.0
621,3875.0,1.0,2.0,3.0,3.0,12.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,5.0,7.0
