,index,Review,Label
788,lack of trust based on incompetent inspector,Untrustworthy\Mistrust,Unprofessional employees
789,"My air filter was not inspected, I went in knowing I had a front right single light out and that was over looked by this jiffy lube location",Unprofessional employees,
790,"I feel like the some technicians are completely not knowledgeable in regards to transmission flushes, rotating tires",Employees not knowledgeable,
791,I can receive the same services with better customer service at a competitor,Poor customer service,
792,I had a tire rotation done at the mesquite location and they charged me $10 then I had another done at the Forney location and they charged me $29,Tire rotation service issue,Overcharged - charged more than was agreed on
793,It was WAY TOO EXPENSIVE,Price too high,
794,I prefer other service done at a car dealer,Competition-prefer other car care chain,
795,Do not look to jiffy lube for service beyond oil changes,Competition-prefer other car care chain,
796,The Jiffy Lube was understaffed and notattentive to the service I needed done the service was extremely slow I spent all afternoon for a simple oil change,Unprofessional employees,Service took too long
797,Customer service is pushy and recommends things that aren't needed and prices are above average,Price too high,
798,They did not check the battery and the next day it died and I was stranded,Alignment or Battery service issues,
799,I felt like they were asking to do a lot of extra work on the carto increase their profit,Overselling-Pressure to buy,
800,Not happy with past service and way employees presented themselves,Unprofessional employees,Poor customer service
801,The interactions I had with employees were not very friendly and their overall demeanor suggested a lack of interest in their job,Unprofessional employees,
802,Work with my original dealer,Competition-prefer other car care chain,
803,I was almost certainly overcharged,Overcharged - charged more than was agreed on,
804,I have another person servicing my car,Competition-prefer local mechanic,
805,The lube was done in about 15 minutes so it left me uneasy that they checked everything,Other issues,
806,Your manager was pushing items and not listening to what I needed,Overselling-Pressure to buy,
807,My dealership gives me free oils changes and other maintenance checks,Competition-prefer other car care chain,
808,One worker there was willing to let me choose an oil that could invalidate my car warranty,Untrustworthy\Mistrust,Misinformation about car/service needs given to customer
809,"Ac was no longer working after visit little air flow, cabin air filter was not properly installed after being take",Interior/Exterior car damage,
810,Price is way too high,Price too high,
811,Well I did love jiffy but this visit did me in the heat said manager Billy talked me out of getting my tires rotated the way I wanted then I said well I want the front moved to the back he said best where they are no need to waste money I said can't believe you just said that then I wanted a price on brakes and wanted to get my rear seal replaced had priced it on my last oil change he said well it will take to long today OMG! It was 3 pm and they weren't busy so I'm mad so they change oil only then said I'm done and I had to ask and wait on a brake quote while checking out and  when I was there in the past friendly staff quick quotes so I could get it done  and red carpet this time nothing talked me out of repairs  so I went right down rd and got my tires rotated no prob,Price too high,
