,review,review header,sentiments,sentiment label
652,"I was the only vehicle in the bays  5 kids working, only 1 kid (avery) was actually working",Service took too long,0.0,Neutral
653,Recommended and charged for services with over the top prices,Overcharged - charged more than was agreed on,0.2023,Positive
654,Husband performs all routine maintenance on our cars,Competition-prefer local mechanic,0.0,Neutral
655,Have my Corvett serviced at local Chevy dealer with a specialist tech,Competition-prefer other car care chain,0.0,Neutral
656,I asked for a tire rotation and they did not do one,Tire rotation service issue,0.0,Neutral
657,Oil filter installed improperly,Oil filter issue,0.0,Neutral
658,Too expensive,Price too high,0.0,Neutral
659,Too expensive,Price too high,0.0,Neutral
660,"Service rep offered my 2016 vehicle high mileage oil, made me feel like they weren't aware of what they were selling me",Misinformation about car/service needs given to customer,0.3612,Positive
661,I had multiple additional charges for bringing my Volvo in for an oil change compared to when I previously brought in my Acura,Overcharged - charged more than was agreed on,-0.2732,Negative
662,Time,Service took too long,0.0,Neutral
663,I take it elsewhere for service other than oil changes,Competition-prefer other car care chain,0.0,Neutral
664,I usually use someone else for other repairs,Competition-prefer local mechanic,0.0,Neutral
665,"well first I have a brand new car I'm also the first and only owner and have less the 20k miles on my vehicle they told me, my break fluid tested 4 percent and that I would need a break flush which cost $99.99",Price too high,0.2732,Positive
666,"I have been to many different places for an oil change but have never paid so much, even for synthetic oil",Price too high,0.0,Neutral
667,Usually service with jiffy lube is fine,,0.2023,Positive
668,I asked for the cheapest oil change and he charged me $40 when they had a guy standing outside with a sign for $22.99,Overcharged - charged more than was agreed on,-0.2023,Negative
669,"They forgot to use my Groupon, told me to try to sell it to a coworker or come back in a few months for another oil change",Discount/coupon issue,0.0,Neutral
670,"After passing an employee holding a sign advertising a good price for an oil change, I was not asked what level of service I wanted when my information was taken",Price too high,0.4404,Positive
671,$20 CHARGE FOR A SIGNAL LIGHT,Overcharged - charged more than was agreed on,0.0,Neutral
672,I felt as if I was overcharged,Overcharged - charged more than was agreed on,0.0,Neutral
673,Too expensive comparitvely,Price too high,0.0,Neutral
674,I have a regular mechanic I take the car to whenever it needs routine maintenance,Competition-prefer local mechanic,0.0,Neutral
675,Over priced and lied to,Price too high,-0.3818,Negative
676,DO NOT like the constant pressure of store personnel to buy air filters or discuss services that I didn't come in to get,Overselling-Pressure to buy,-0.5122,Very Negative
677,Sometimes the staff is not very friendly,Unprofessional employees,-0.43,Negative
678,The price of the oil change is way too high,Price too high,0.0,Neutral
679,I can do most other matainence myself,Competition-prefer local mechanic,0.0,Neutral
680,A lot of grease on outside of my driver door and on drivers seat and door interior,Other service issues,0.0,Neutral
681,Have warranty on everything else or easy to do myself,Overcharged - charged more than was agreed on,0.4404,Positive
682,"Vacuum was not completed, although invoice says it was",Vacuuming not done propertly,0.0,Neutral
683,"Price of synthetic oil doubled, What the Hell! Oil prices are down",Price too high,-0.7088,Very Negative
684,Do most myself,Competition-prefer local mechanic,0.0,Neutral
685,"Mostly cost, prices are extremely to high for a lube change",Price too high,0.0,Neutral
686,I had to bring my car right back after having an oil change due to my car smoking,Oil filter issue,0.0,Neutral
687,The female associate (Iracely I believe that was her name) was extremely rude,Unprofessional employees,-0.5095,Very Negative
688,They began service on my car then tried to charge me $75 for a routine oil change that at every other location cost less than $40,Overcharged - charged more than was agreed on,0.0,Neutral
689,I have heard too many stories about sales people recommending things that customers don't really need,Overselling-Pressure to buy,0.0,Neutral
690,An employee was wearing marijuana socks with shorts so it was completely visible by other customers and myself,Unprofessional employees,0.0,Neutral
691,My car is a Mercedes Benz and not everyone can work on these cars,Employees not knowledgeable,0.0,Neutral
692,You're guy told me I needed a part changed and that it was a driving hazard,Overselling-Pressure to buy,0.0,Neutral
693,"Customer service was poor - the assistant manager who I was working with during the entire transaction was not friendly, did not speak clearly to me and was generally unhelpful as I was visiting this location for the first time and giving my business to a Jiffy Lube for the first time in 6 years",Service took too long,-0.6794,Very Negative
694,They broke my AC one time,Interior/Exterior car damage,-0.4215,Negative
695,I thought that in the signature oil change service that you got interior vacuuming and also windshield fluid check and fill and neither were done,Vacuuming not done propertly,0.0,Neutral
696,Not a place for other services,,0.0,Neutral
697,have my own mechanic,Competition-prefer local mechanic,0.0,Neutral
698,I don't use Jiffy Lube for any other service besides oil changes,Competition-prefer other car care chain,0.0,Neutral
699,There is a chronic problem with either striping the screws that hold on the undercarriage or losing the screw this has happened on three cars now,Interior/Exterior car damage,-0.7717,Very Negative
700,"For one, I was shocked at the price of the oil change",Price too high,-0.3182,Negative
701,Did not have the oil that I normally use,Item out of stock,0.0,Neutral
702,"I have a mechanic who does other work but I like to have my oil changed at Jiffy Lube, quick & easy",Competition-prefer local mechanic,0.7964,Very Positive
703,I would rather have a reputable certified auto mechanic perform other routine maintenance on my vehicle,Competition-prefer local mechanic,0.0,Neutral
704,I usually only go to Jiffy Lube if I can't go to my primary mechanic,Competition-prefer local mechanic,0.0,Neutral
705,This is second time i was about to leave after my oil change an items marked completed were not done,Other service issues,-0.0516,Negative
706,Maintenance is done by a family friend,Competition-prefer local mechanic,0.4939,Positive
707,They don't pay attention to notes on your computer,Poor customer service,0.0762,Positive
708,Depends what is needed done but would go to local small business machanic,Competition-prefer other car care chain,0.0,Neutral
709,husband does repairs,Competition-prefer local mechanic,0.0,Neutral
710,Less expensive at other places,Price too high,0.0,Neutral
711,i do this myself,Price too high,0.0,Neutral
712,I asked the man to only give me the oil included in the signature service and he still uncharged me,Overcharged - charged more than was agreed on,0.0,Neutral
713,Very poor service,Poor customer service,-0.5256,Very Negative
714,They lied to me told me the brake fluid was so low they could not check it,Misinformation about car/service needs given to customer,-0.6532,Very Negative
715,I have major service maintainance done at my car dealer,Competition-prefer other car care chain,0.0,Neutral
716,To expensive for a oil change,Price too high,0.0,Neutral
717,I am upset that the $29.99 special has been discontinued,Other issues,0.0258,Positive
718,The oilstick got  broken by one of the guys that work there,Interior/Exterior car damage,-0.4767,Negative
719,Have somewhere else I use for other things,Competition-prefer other car care chain,0.0,Neutral
720,Too expensive,Price too high,0.0,Neutral
721,I use a local garage has experienced technicians,Competition-prefer local mechanic,0.0,Neutral
722,Charged me $20.00 more than I have ever paid for the same oil change at the same place,Overcharged - charged more than was agreed on,-0.2023,Negative
723,The woman that handled my information was very rude,Unprofessional employees,-0.5095,Very Negative
724,I use the dealer for all maintenance work,Competition-prefer other car care chain,0.0,Neutral
725,This is the first time I've had an experience that wasn't great,Poor customer service,-0.5096,Very Negative
726,I will go to my dealership for warranty upkeep purposes,Competition-prefer other car care chain,0.0,Neutral
727,They did not vacuum my floors like they said,Vacuuming not done propertly,0.3612,Positive
728,Cost - much more expensive than other places for an oil change,Price too high,0.0,Neutral
729,Your prices are outrageous,Price too high,-0.4588,Negative
730,Took almost 45 min,Service took too long,0.0,Neutral
731,I was in the lobby 36 minutes before anyone said anything to me,Service took too long,0.0258,Positive
732,"Had to wait at ""Not So Jiffy Lube"" 25 freaking minutes to get an oil change",Service took too long,-0.4215,Negative
733,The person that helped me had no idea what car I was even driving,Employees not knowledgeable,-0.296,Negative
734,My Ford mechanic does all the maintenance on this car,Competition-prefer local mechanic,0.0,Neutral
735,They were suppose to check all fluids and the next day I needed power steering fluid so they didn't check all fluids like I asked so it makes me think they didn't do the rest of the stuff that I asked,Overcharged - charged more than was agreed on,0.3612,Positive
736,I arrived at 8:11am and the shop was suppose to open at 8am,Unprofessional employees,0.0,Neutral
737,They indicated that they cleaned the carpets and windows on my receipt,Other service issues,0.0,Neutral
738,the checklist on my recipt wasnt done,Overcharged - charged more than was agreed on,0.0,Neutral
739,They broke my light switch that control my head lights,Interior/Exterior car damage,-0.4215,Negative
740,$88 for an oil change? WHAT A JOKE!,Price too high,0.4981,Positive
741,I was very disappointed with the service,Other service issues,-0.5256,Very Negative
742,I go to a mechanic and not a lube tech for needed repairs,Competition-prefer local mechanic,0.0,Neutral
743,"they did not top off all the fluids,  spilt oil on front of car and did not clean it up, tried to get me to buy things for my car that i did not need wiper blades and rad  cap",Other service issues,-0.431,Negative
744,"It's nothing about my experience, just that I am comfortable taking my car to Jiffy Lube for an oil change, but if it needs other work done, I will take it to a shop",Competition-prefer other car care chain,0.2846,Positive
745,Have another mechanic I take the car,Competition-prefer local mechanic,0.0,Neutral
746,The mechanic tried way too hard to sell me stuff that does not need to be serviced,Competition-prefer local mechanic,-0.1027,Negative
747,"Other than oil changes, I prefer to go to my dealer",Competition-prefer other car care chain,0.0,Neutral
748,I have a good mechanic already,Competition-prefer local mechanic,0.4404,Positive
749,I'm not convinced the staff knows anything more than how to change fluids & filters,Employees not knowledgeable,-0.3089,Negative
750,My vehicle is still under the manufacturers warranty,Competition-prefer other car care chain,0.0,Neutral
751,I feel like I am being taken advantage of & always have to choose the more expensive services,Price too high,0.5423,Very Positive
752,Have been satisfied with other shops for other maintenance needs,Competition-prefer local mechanic,0.4215,Positive
753,Other mechanics have better pricing,Competition-prefer local mechanic,0.4404,Positive
754,Bad services over charges and didn't even take coupons,Overcharged - charged more than was agreed on,-0.6808,Very Negative
755,I usually do routine maintenance at my mechanic,Competition-prefer local mechanic,0.0,Neutral
756,I do most of the other services myself,Competition-prefer local mechanic,0.0,Neutral
757,"I had an oil change done and a battery replaced, service was quick but when I checked under the hood when I got home there were tools, trash, and even loose parts from my car were left under there",Unprofessional employees,-0.4497,Negative
758,"I will only receive an oil change because I have been going to the same location for years and it is convenient, however one employee was very unprofessional and was trying to ask me out",Unprofessional employees,-0.5563,Very Negative
759,"Prices were to high but we are leaving on vacation next week and didn't have time to look around for discounts, or specials!",Price too high,0.0,Neutral
760,The manager? (Had on white shirt)was a weirdo made me feel uncomfortable,Unprofessional employees,-0.6597,Very Negative
761,"If you stop bringing the air filter to me and offer a new one, I'll consider",Overselling-Pressure to buy,-0.296,Negative
762,I was charged $475 for for a wheel bearing and $ 30 for a light bulb and on top of that they left my air filter out,Overcharged - charged more than was agreed on,0.0,Neutral
763,The employees at Jiffy Lube try to get me to buy everything while I'm there and tell me my vehicle needs all sorts of things done to it when I only came in for an oil change and that was all that I wanted,Overselling-Pressure to buy,0.0,Neutral
764,I felt it was a bit over priced for the services I received,Price too high,0.0,Neutral
765,When they changed my oil the did not reset the maintenance required light so I will probably just go to the dealer from now on to be sure that everything is actually done right,Oil service light not reset ,0.3182,Positive
766,$130.00 to change oil in sons car is bullshit and way to expensive,Price too high,-0.5859,Very Negative
767,They tried to sell high perf oil air filter and cab filter for an extra $150,Overselling-Pressure to buy,0.0,Neutral
768,They replaced my windshield wipers and they blew off while driving on the freeway during a rainstorm!,Interior/Exterior car damage,0.126,Positive
769,I think my local mechanic is more capable of taking care of those issues,Competition-prefer local mechanic,0.7264,Very Positive
770,Have an auto mechanic that I use,Competition-prefer local mechanic,0.0,Neutral
771,Watched 3 disatisfied customers voice their opinions while i waited 1.5 hours for my oil change that i was told would take 30 minutes,Service took too long,0.0,Neutral
772,"Technician told me that Subaru specified that my car should have the brake fluid replaced and the differential fluid changed, which would have cost me over $150",Price too high,0.0,Neutral
773,go to dealer,Competition-prefer other car care chain,0.0,Neutral
774,Items seem to be overpriced,Price too high,0.0,Neutral
775,No attempt was made to reconcile the frustration from having to get a window rolled up that was carelessly rolled down in spite of having window-lock on,Interior/Exterior car damage,-0.8658,Very Negative
776,My son is an auto mechanic,Competition-prefer local mechanic,0.0,Neutral
777,I have a mechanic I use for,Competition-prefer local mechanic,0.0,Neutral
778,They got oil all over my floor mats AGAIN,Interior/Exterior car damage,0.0,Neutral
779,The staff are really rude not helpful,Unprofessional employees,-0.7085,Very Negative
780,I go to a longtime auto shop that I've used for years,Service took too long,0.0,Neutral
781,Took 5 hours when I was told it should only take 2,Service took too long,0.0,Neutral
782,"Every time I go to a jiffy lube, the service gentleman would always give me a quote, before they touch your vehicle",Service took too long,0.0,Neutral
783,I have a warranty with jeep,Competition-prefer other car care chain,0.0,Neutral
784,lack of trust based on incompetent inspector,Untrustworthy\Mistrust,-0.2732,Negative
785,"My air filter was not inspected, I went in knowing I had a front right single light out and that was over looked by this jiffy lube location",Unprofessional employees,0.0,Neutral
786,"I feel like the some technicians are completely not knowledgeable in regards to transmission flushes, rotating tires",Employees not knowledgeable,0.3612,Positive
787,I can receive the same services with better customer service at a competitor,Poor customer service,0.4404,Positive
788,I had a tire rotation done at the mesquite location and they charged me $10 then I had another done at the Forney location and they charged me $29,Tire rotation service issue,-0.3818,Negative
789,It was WAY TOO EXPENSIVE,Price too high,0.0,Neutral
790,I prefer other service done at a car dealer,Competition-prefer other car care chain,0.0,Neutral
791,Do not look to jiffy lube for service beyond oil changes,Competition-prefer other car care chain,0.0,Neutral
792,The Jiffy Lube was understaffed and notattentive to the service I needed done the service was extremely slow I spent all afternoon for a simple oil change,Unprofessional employees,0.0,Neutral
793,Customer service is pushy and recommends things that aren't needed and prices are above average,Price too high,-0.0516,Negative
794,They did not check the battery and the next day it died and I was stranded,Alignment or Battery service issues,-0.5574,Very Negative
795,I felt like they were asking to do a lot of extra work on the carto increase their profit,Overselling-Pressure to buy,0.7717,Very Positive
796,Not happy with past service and way employees presented themselves,Unprofessional employees,-0.4585,Negative
797,The interactions I had with employees were not very friendly and their overall demeanor suggested a lack of interest in their job,Unprofessional employees,-0.2835,Negative
798,Work with my original dealer,Competition-prefer other car care chain,0.3182,Positive
799,I was almost certainly overcharged,Overcharged - charged more than was agreed on,0.2748,Positive
800,I have another person servicing my car,Competition-prefer local mechanic,0.0,Neutral
801,The lube was done in about 15 minutes so it left me uneasy that they checked everything,Other issues,-0.3818,Negative
802,Your manager was pushing items and not listening to what I needed,Overselling-Pressure to buy,0.0,Neutral
803,My dealership gives me free oils changes and other maintenance checks,Competition-prefer other car care chain,0.5106,Very Positive
804,One worker there was willing to let me choose an oil that could invalidate my car warranty,Untrustworthy\Mistrust,0.0,Neutral
805,"Ac was no longer working after visit little air flow, cabin air filter was not properly installed after being take",Interior/Exterior car damage,-0.296,Negative
806,Price is way too high,Price too high,0.0,Neutral
807,Well I did love jiffy but this visit did me in the heat said manager Billy talked me out of getting my tires rotated the way I wanted then I said well I want the front moved to the back he said best where they are no need to waste money I said can't believe you just said that then I wanted a price on brakes and wanted to get my rear seal replaced had priced it on my last oil change he said well it will take to long today OMG! It was 3 pm and they weren't busy so I'm mad so they change oil only then said I'm done and I had to ask and wait on a brake quote while checking out and  when I was there in the past friendly staff quick quotes so I could get it done  and red carpet this time nothing talked me out of repairs  so I went right down rd and got my tires rotated no prob,Price too high,0.7411,Very Positive
