"The guy helping me appeared to be an alright person, but kept trying to sell me a brake flush after I told him no several times and stated I have a guy who handles all other maintenance on my car",Overselling-Pressure to buy
Guy was rude and tried to rip my wife off,Unprofessional employees,Female felt taken advantage of
Customer service was awful,Poor Customer Service
"Price is cheaper at other places, free tire rotation is more important than a clean floor and mediocre job at window cleaning",Price too high
The customer service was not genuine,Poor Customer Service
The customer service is poor,Poor Customer Service
Overpriced and slow service,Price too high
The technicians made a mess if my vehicle,Other service issues
"I paid way too much!! I realize I use synthetic oil, but I got no discounts, when usually I do",Overcharged - charged more than was agreed on
Broke my car key after the oil change,Interior/Exterior car damage
Returned for top off after ! One car three guys working but need to wait 15 to 20 mins to top my oil off !!! Will buy it again myself !!! Need to find new location,Service took too long
"The store manager was yelling at his 2 young employees telling them they were USELESS ,,, he was rude and short tempered with other customers ,,, I told him at 3 pm I was there cuz transmission temp was high ,, after he did a Trans flush and oil change and it was 6:40 he says I need a mechanic at that point all were closed ,,, then he says I'm just a lube technician, , and the way he spoke to his employees was horrible I felt embarrassed for them",Unprofessional employees
"Given I have typically paid from $25-$35 for an oil change at Jiffy Lube, the charge of $43+ for this oil change left me with sticker shock that reminded me not to come back without a coupon",Overcharged - charged more than was agreed on
"When we pulled up, it took about 5 minutes to have anyone even come up and talk to us",Poor Customer Service
Always seems very shady,Other issues
Very rude service manager - Chris,Unprofessional employees
I will not return to that location,Other issues
My oil change cost me $85,Price too high
The techs and service was great but the price was terrible   $110,Price too high
You are way over priced for an oil change,Price too high
I entered to a person holding a sign saying next oil change will $29,Overcharged - charged more than was agreed on
The guys there were trying to sell me,Overselling-Pressure to buy
It's not all Jiffy Lubes just to one at TO Blvd and Erbes,Other issues
Probably the most overpriced oil change I have ever gotten,Price too high
They said they checked my fluids took my truck somewhere else and I had no transmission fluid which they said was fine all I needed was anti freeze,"Fluids not topped off (ie engine coolant, washer fluid)"
"Poor service, poor customer service, bad experience the only polite person was an older guy who wasn't helping me at all who said how's your day mam",Poor customer service
Some idiot put coolant I,Other issues
I was told two times that the car tire pressure was checked and air was added,Overcharged - charged more than was agreed on
Left my vehicle dirty did not wipe off the used oil when they removed the oil filter and drained the oil,Other service issues
Too many rumors about lying employees and suggesting maintenance on vehicles that don't need it and upselling products,Overselling-Pressure to buy
The cost and the quality of service,Price too high,Poor customer service
They didn't vacuum my car,Vacuuming not done propertly
It took almost 2 hrs for my oil change,Service took too long
"First, the prices for your oil changes have steadily increased over the past several years",Price too high
"Continued effort to up-sell, after being told in no uncertain terms that I only want an oil change",Overselling-Pressure to buy
I wouldn't take my dog there to have his ass shaved,Other issues
"Took forever, didn't  do the services I requested and didn't get the discount on my oil change like I was told I would",Discount/coupon issue
My truck was hit while there,Interior/Exterior car damage
The woman was very rude and pushy,Overselling-Pressure to buy,Unprofessional employees
The service and the tactics just horrible,Other service issues
I tried to tell them I used regular 5W30 oil and not synthetic but they put synthetic in my truck with only 49000 miles on it at a cost of 93,Price too high
Came to the shop to have our air conditioner recharged and air conditioner filter changed,"Air filter "
Did not call me to tell me car was ready,Poor Customer Service
The customer service was great but the price is too high,Price too high
"The cost for 6 quarts of mobile 1, oil filter and air filter was $140",Price too high
They did not go over the price of the oil Chang or what was being done to my vehicle until after they already changed my oil,Price too high
Price and aggressive up sell,Price too high,Overselling-Pressure to buy
Waited over an hour for an oil change when there was only one car ahead of me,Service took too long
Failed to check coolant although advise of engine heat issues,"Fluids not topped off (ie engine coolant, washer fluid)"
It took tooo long to be seen and the gentlemen were not friendly and did not explain the process or what to expect,Service took too long,Unprofessional employees
"The day after my oil change, the car started to overheat",Oil filter issue
Price for an oil change and tire rotation for a Camry was over $80!!!!!!,Price too high
Left oil all over engine of truck   It leaked all over my driveway 3 puddles on my driveway,Other service issues
I do my own oil changes,Competition-prefer local mechanic
Too expensive and oil leaked on my garage floor after I returned home,Price too high,Interior/Exterior car damage
My vehicle leaked dirty black oil all over my driveway and garage floor right after the oil change,Other service issues
